arm,subjectid,objectid,predicate,types,answer,correct,inputTokens,outputTokens,cost,latencyMs,error
wkt,census_550250107023,node_1202893039,contains,Polygon-Point,"(polygon,contains,point)",true,285,11,0.00034,2313,
wkt,poi_way/102737839,node_1859409793,contains,LineString-Point,"(linestring,contains,point)",true,231,9,0.000276,2777,
wkt,poi_way/1135060562,poi_way/1135060561,crosses,LineString-LineString,"(linestring,touches,linestring)",false,265,10,0.000315,842,
wkt,poi_way/43915588,poi_node/5284803452,contains,LineString-Point,"(linestring,contains,point)",true,242,9,0.000287,2881,
wkt,poi_way/102234786,node_1857881781,contains,LineString-Point,"(linestring,contains,point)",true,242,11,0.000297,2402,
wkt,census_550250107025,node_1202868542,disjoint,Polygon-Point,"(polygon,contains,point)",false,329,9,0.000374,806,
wkt,node_10582096838,line_poi_way/1135060525,within,Point-LineString,"(point,within,linestring)",true,253,11,0.000308,1302,
wkt,poi_way/1135060654,node_10580933400,disjoint,LineString-Point,"(linestring,disjoint,point)",true,231,11,0.000286,3294,
wkt,poi_way/119917654,node_3295625110,contains,LineString-Point,"(linestring,contains,point)",true,242,9,0.000287,8139,
wkt,node_1221623993,node_10582096834,disjoint,Point-Point,"(point,disjoint,point)",true,196,12,0.000256,2883,
wkt,node_1202893074,poi_way/44000622,within,Point-LineString,"(point,touches,linestring)",false,238,9,0.000283,2929,
wkt,poi_way/1135060525,poi_way/105682542,disjoint,LineString-LineString,"(linestring,disjoint,linestring)",true,298,14,0.000368,2946,
wkt,node_1234984053,poi_way/107463303,within,Point-LineString,"(point,within,linestring)",true,253,11,0.000308,883,
wkt,node_10582096834,line_poi_way/1135060525,within,Point-LineString,"(point,within,linestring)",true,253,9,0.000298,2283,
wkt,poi_way/870590639,poi_way/107463303,crosses,LineString-LineString,"(linestring,crosses,linestring)",true,469,10,0.000519,2619,
wkt,poi_way/101606158,node_3100649353,contains,LineString-Point,"(linestring,contains,point)",true,242,9,0.000287,7957,
wkt,node_10780895541,node_10780895541,equals,Point-Point,"(point,equals,point)",true,197,10,0.000247,8075,
wkt,poi_way/107771319,node_4362131544,contains,LineString-Point,"(linestring,contains,point)",true,328,9,0.000373,8218,
wkt,poi_way/107263373,node_4809970058,contains,LineString-Point,"(linestring,contains,point)",true,252,9,0.000297,8008,
wkt,parcel_70920121012,node_3364707814,touches,Polygon-Point,"(point,within,polygon)",false,493,9,0.000538,8256,
wkt,"road_(1178722301, 3455066527)",parcel_70929104027,disjoint,LineString-Polygon,"(linestring,disjoint,polygon)",true,252,12,0.000312,10450,
wkt,"road_(4866730850, 53514856)",node_6222234590,contains,LineString-Point,"(linestring,contains,point)",true,241,9,0.000286,8549,
wkt,line_poi_way/107454790,node_3364707814,contains,LineString-Point,"(linestring,contains,point)",true,253,9,0.000298,9122,
wkt,node_8597026971,poi_way/1135060561,disjoint,Point-LineString,"(point,disjoint,linestring)",true,230,11,0.000285,8401,
wkt,node_3590603538,census_550250002042,within,Point-Polygon,"(point,within,polygon)",true,329,9,0.000374,4992,
wkt,"road_(53662242, 53662249)",polygon_census_550250002042,crosses,LineString-Polygon,"(linestring,within,polygon)",false,363,10,0.000413,3643,
wkt,"road_(53435223, 53435228)",polygon_census_550250002042,within,LineString-Polygon,"(linestring,disjoint,polygon)",false,363,12,0.000423,3670,
wkt,node_5000714195,census_550250005062,within,Point-Polygon,"(point,within,polygon)",true,347,9,0.000392,9223,
wkt,node_10312211969,node_7126261718,disjoint,Point-Point,"(point,disjoint,point)",true,196,12,0.000256,3621,
wkt,poi_way/175151597,census_550250021002,crosses,LineString-Polygon,"(linestring,disjoint,polygon)",false,307,12,0.000367,3898,
wkt,census_550250016064,parcel_70923104106,disjoint,Polygon-Polygon,"(polygon,disjoint,polygon)",true,302,14,0.000372,3708,
wkt,poi_way/175146012,poi_way/484383229,crosses,LineString-LineString,"(linestring,crosses,linestring)",true,285,10,0.000335,8544,
wkt,census_550250009022,node_1859372453,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,264,13,0.000329,2954,
wkt,parcel_70913330208,node_1180876935,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,241,13,0.000306,9141,
wkt,census_550250012002,node_1773265047,contains,Polygon-Point,"(polygon,contains,point)",true,293,11,0.000348,5038,
wkt,poi_way/365434955,census_550250002042,crosses,LineString-Polygon,"(linestring,within,polygon)",false,385,10,0.000435,9124,
wkt,poi_way/175092613,node_1857601602,disjoint,LineString-Point,"(linestring,disjoint,point)",true,236,13,0.000301,6110,
wkt,node_1180876935,census_550250017062,disjoint,Point-Polygon,"(point,within,polygon)",false,239,9,0.000284,783,
wkt,poi_way/417755338,census_550250014052,within,LineString-Polygon,"(linestring,within,polygon)",true,469,10,0.000519,4206,
wkt,parcel_70823209204,census_550250002042,within,Polygon-Polygon,"(polygon,disjoint,polygon)",false,374,14,0.000444,9275,
wkt,census_550250003012,node_9134530140,contains,Polygon-Point,"(polygon,contains,point)",true,264,11,0.000319,3025,
wkt,"road_(53616258, 53616240)",polygon_census_550250002042,disjoint,LineString-Polygon,"(linestring,disjoint,polygon)",true,363,12,0.000423,7664,
wkt,node_1237984378,poi_way/665181117,within,Point-LineString,"(point,within,linestring)",true,250,9,0.000295,2855,
wkt,node_1237990690,poi_way/665181117,within,Point-LineString,"(point,within,linestring)",true,249,9,0.000294,2546,
wkt,parcel_70914437996,node_7126261717,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,242,13,0.000307,8001,
wkt,poi_way/100404781,"road_(3423900894, 1160723029)",crosses,LineString-LineString,"(linestring,crosses,linestring)",true,318,10,0.000368,1804,
wkt,census_550250007001,node_1775774274,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,263,13,0.000328,1891,
wkt,census_550250016051,census_550250017062,disjoint,Polygon-Polygon,"(polygon,disjoint,polygon)",true,284,14,0.000354,1958,
wkt,"road_(3702366222, 53560609)","road_(3423901671, 2633805462)",disjoint,LineString-LineString,"(linestring,disjoint,linestring)",true,220,12,0.00028,1867,
wkt,poi_way/28767743,polygon_census_550250016032,within,LineString-Polygon,"(linestring,crosses,polygon)",false,307,10,0.000357,1115,
wkt,census_550250003012,poi_way/107454791,contains,Polygon-LineString,"(polygon,within,linestring)",false,308,10,0.000358,1913,
wkt,poi_way/102303042,census_550250016043,crosses,LineString-Polygon,"(linestring,overlaps,polygon)",false,316,11,0.000371,4389,
wkt,node_1345994690,polygon_census_550250101002,within,Point-Polygon,"(point,within,polygon)",true,349,9,0.000394,8006,
wkt,parcel_70923156553,node_5983701188,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,262,13,0.000327,1705,
wkt,census_550250011021,node_1857660723,contains,Polygon-Point,"(polygon,contains,point)",true,251,11,0.000306,2925,
wkt,census_550250016041,polygon_census_550250016032,touches,Polygon-Polygon,"(polygon,overlaps,polygon)",false,320,11,0.000375,1918,
wkt,"road_(3811347658, 6496279987)",node_1859372453,disjoint,LineString-Point,"(linestring,disjoint,point)",true,209,11,0.000264,8776,
wkt,poi_node/4479808710,poi_node/9898292787,disjoint,Point-Point,"(point,disjoint,point)",true,196,12,0.000256,2067,
wkt,census_550250101002,node_10290429070,contains,Polygon-Point,"(polygon,contains,point)",true,327,9,0.000372,9687,
wkt,census_550250003012,node_2605326731,contains,Polygon-Point,"(polygon,contains,point)",true,264,11,0.000319,2087,
wkt,poi_way/1134399569,poi_way/1134399570,overlaps,LineString-LineString,"(linestring,crosses,linestring)",false,273,10,0.000323,1950,
wkt,poi_way/102715295,node_5486601005,disjoint,LineString-Point,"(linestring,disjoint,point)",true,231,11,0.000286,1072,
wkt,"road_(3455721651, 53482954)",census_550250016051,touches,LineString-Polygon,"(linestring,touches,polygon)",true,254,10,0.000304,1106,
wkt,census_550250004081,poi_way/105822537,contains,Polygon-LineString,"(polygon,contains,linestring)",true,319,10,0.000369,2016,
wkt,poi_node/919194725,poi_way/107454791,disjoint,Point-LineString,"(point,disjoint,linestring)",true,241,11,0.000296,5568,
wkt,poi_way/100404781,parcel_70919409172,disjoint,LineString-Polygon,"(linestring,disjoint,polygon)",true,351,12,0.000411,5426,
wkt,poi_way/1134399572,poi_way/1134399574,disjoint,LineString-LineString,"(linestring,crosses,linestring)",false,273,10,0.000323,8777,
wkt,node_1238014903,node_1237984378,disjoint,Point-Point,"(point,disjoint,point)",true,196,12,0.000256,1131,
wkt,node_1857881768,node_1191480564,disjoint,Point-Point,"(point,disjoint,point)",true,196,12,0.000256,975,
wkt,node_1178725712,node_2605326731,disjoint,Point-Point,"(point,disjoint,point)",true,196,12,0.000256,4380,
wkt,parcel_70923413987,node_1191480564,disjoint,Polygon-Point,"(polygon,disjoint,point)",true,262,13,0.000327,822,
wkt,node_5463566316,census_550250016043,disjoint,Point-Polygon,"(point,within,polygon)",false,241,9,0.000286,9680,
wkt,poi_way/175097000,poi_way/103321352,crosses,LineString-LineString,"(linestring,overlaps,linestring)",false,358,11,0.000413,4358,
wkt,census_550250108011,line_poi_way/665181117,disjoint,Polygon-LineString,"(polygon,touches,linestring)",false,369,10,0.000419,3677,
wkt,polygon_parcel_70923164506,parcel_70923143625,contains,Polygon-Polygon,"(polygon,equals,polygon)",false,435,12,0.000495,785,
wkt,poi_node/5696877052,census_550250017071,disjoint,Point-Polygon,"(point,within,polygon)",false,240,9,0.000285,2005,
wkt,node_1234983741,node_6223227465,disjoint,Point-Point,"(point,disjoint,point)",true,195,12,0.000255,8825,
wkt,poi_way/102715295,census_550250016051,within,LineString-Polygon,"(linestring,within,polygon)",true,276,10,0.000326,6796,
wkt,poi_way/1134399549,poi_way/1134399576,disjoint,LineString-LineString,"(linestring,disjoint,linestring)",true,275,12,0.000335,7984,
wkt,census_550250016041,census_550250016043,touches,Polygon-Polygon,"(polygon,touches,polygon)",true,298,415,0.002373,12283,
wkt,poi_way/102371328,parcel_70923175272,disjoint,LineString-Polygon,"(linestring,disjoint,polygon)",true,306,12,0.000366,899,
wkt,node_1857660783,census_550250016063,within,Point-Polygon,"(point,within,polygon)",true,239,9,0.000284,7921,
wkt,census_550250017061,"line_road_(7126788075, 1188428664)",disjoint,Polygon-LineString,"(polygon,disjoint,linestring)",true,349,12,0.000409,1348,
wkt,census_550250019013,"road_(3889963020, 6465840570)",crosses,Polygon-LineString,"(polygon,contains,linestring)",false,254,12,0.000314,1010,
wkt,census_550250004062,node_1385529573,contains,Polygon-Point,"(polygon,contains,point)",true,273,11,0.000328,6005,
wkt,census_550250012004,node_2665539185,disjoint,Polygon-Point,"(polygon,contains,point)",false,238,11,0.000293,8923,
wkt,poi_way/407512857,"road_(2635256591, 1752047537)",overlaps,LineString-LineString,"(linestring,overlaps,linestring)",true,314,11,0.000369,933,
wkt,poi_way/106101986,node_1221016456,disjoint,LineString-Point,"(linestring,disjoint,point)",true,241,11,0.000296,3063,
wkt,poi_way/385774957,poi_node/9196464679,disjoint,LineString-Point,"(linestring,disjoint,point)",true,231,11,0.000286,2231,
wkt,census_550250016032,census_550250017043,disjoint,Polygon-Polygon,"(polygon,disjoint,polygon)",true,361,14,0.000431,1288,
wkt,node_3023830084,node_3023830084,equals,Point-Point,"(point,equals,point)",true,197,8,0.000237,9417,
wkt,"road_(2842212052, 53454955)",polygon_census_550250004071,crosses,LineString-Polygon,"(linestring,crosses,polygon)",true,276,10,0.000326,1483,
wkt,parcel_70914439413,poi_way/100403771,touches,Polygon-LineString,"(polygon,touches,linestring)",true,286,12,0.000346,8226,
wkt,census_550250016044,census_550250017043,overlaps,Polygon-Polygon,"(polygon,overlaps,polygon)",true,359,13,0.000424,2532,
wkt,polygon_parcel_70914439182,poi_way/100403771,touches,Polygon-LineString,"(polygon,crosses,linestring)",false,297,10,0.000347,8506,
wkt,node_7812452047,polygon_census_550250004071,within,Point-Polygon,"(point,within,polygon)",true,264,9,0.000309,1713,
wkt,"road_(1186319946, 6289887060)",census_550250016051,within,LineString-Polygon,"(linestring,within,polygon)",true,253,10,0.000303,11209,
wkt,poi_way/103242253,parcel_70923215375,disjoint,LineString-Polygon,"(linestring,disjoint,polygon)",true,283,12,0.000343,1170,
wkt,census_550250011013,parcel_70923215375,contains,Polygon-Polygon,"(polygon,overlaps,polygon)",false,283,13,0.000348,1149,
wkt,node_1385529573,node_1385529573,equals,Point-Point,"(point,equals,point)",true,197,8,0.000237,9935,
wkt,"road_(53701437, 53588173)",census_550250008003,touches,LineString-Polygon,"(linestring,within,polygon)",false,287,10,0.000337,1221,
wkt,"road_(3886439888, 1192150143)",census_550250017071,disjoint,LineString-Polygon,"(linestring,disjoint,polygon)",true,252,12,0.000312,9463,
wkt,poi_node/2522752352,node_7216999745,disjoint,Point-Point,"(point,disjoint,point)",true,197,10,0.000247,1109,
wkt,node_2713279429,node_2713279429,equals,Point-Point,"(point,equals,point)",true,197,8,0.000237,1329,
wkt,poi_way/1135060628,poi_way/1135060565,disjoint,LineString-LineString,"(linestring,disjoint,linestring)",true,265,12,0.000325,1014,
wkt,line_poi_way/174362701,node_1859358809,disjoint,LineString-Point,"(linestring,disjoint,point)",true,251,11,0.000306,1451,
wkt,poi_way/37804099,node_1859358809,disjoint,LineString-Point,"(linestring,disjoint,point)",true,240,13,0.000305,1414,
wkt,line_poi_way/759104560,poi_way/759104560,overlaps,LineString-LineString,"(linestring,equals,linestring)",false,384,12,0.000444,5489,
wkt,poi_way/737893560,poi_way/430188026,crosses,LineString-LineString,"(linestring,crosses,linestring)",true,287,10,0.000337,1208,
wkt,poi_way/43929274,poi_way/417982537,crosses,LineString-LineString,"(linestring,overlaps,linestring)",false,276,11,0.000331,1083,
wkt,poi_way/677647103,poi_way/677647173,crosses,LineString-LineString,"(linestring,crosses,linestring)",true,272,10,0.000322,1335,
wkt,node_3844307225,parcel_70923143625,disjoint,Point-Polygon,"(point,within,polygon)",false,304,9,0.000349,10153,
wkt,"road_(244882907, 1426547644)","road_(441028446, 3912284127)",crosses,LineString-LineString,"(linestring,crosses,linestring)",true,243,10,0.000293,980,
wkt,poi_way/91084881,line_poi_way/332978977,crosses,LineString-LineString,"(linestring,crosses,linestring)",true,296,10,0.000346,1079,
wkt,node_1221119215,node_5506667669,disjoint,Point-Point,"(point,disjoint,point)",true,196,12,0.000256,9030,
wkt,poi_way/677647103,polygon_parcel_70912405127,disjoint,LineString-Polygon,"(linestring,disjoint,polygon)",true,294,12,0.000354,1644,
wkt,poi_way/1134399569,poi_way/1134399573,crosses,LineString-LineString,"(linestring,overlaps,linestring)",false,272,11,0.000327,1442,
wkt,node_10780902522,line_poi_way/759104560,within,Point-LineString,"(point,within,linestring)",true,296,11,0.000351,9369,
wkt,poi_way/677548019,poi_way/353476329,crosses,LineString-LineString,"(linestring,touches,linestring)",false,253,10,0.000303,2103,
wkt,poi_way/759104560,line_poi_way/759104560,overlaps,LineString-LineString,"(linestring,equals,linestring)",false,384,10,0.000434,10130,
wkt,poi_way/1135060648,poi_way/1135060647,crosses,LineString-LineString,"(linestring,crosses,linestring)",true,274,10,0.000324,5180,
wkt,poi_way/37516021,node_10587274591,disjoint,LineString-Point,"(linestring,disjoint,point)",true,242,11,0.000297,8830,
wkt,poi_node/10607437264,census_550250017043,within,Point-Polygon,"(point,within,polygon)",true,305,9,0.00035,9874,
wkt,poi_way/1135060563,poi_way/1135060551,crosses,LineString-LineString,"(linestring,crosses,linestring)",true,287,10,0.000337,887,
wkt,census_550250109082,poi_way/870974716,contains,Polygon-LineString,"(polygon,contains,linestring)",true,524,10,0.000574,1074,
wkt,poi_way/486673933,poi_way/565832280,crosses,LineString-LineString,"(linestring,overlaps,linestring)",false,296,11,0.000351,5536,
wkt,poi_way/1135060647,poi_way/1135060642,disjoint,LineString-LineString,"(linestring,crosses,linestring)",false,276,10,0.000326,1041,
wkt,poi_way/1135060630,poi_way/1135060634,crosses,LineString-LineString,"(linestring,overlaps,linestring)",false,275,11,0.00033,923,
wkt,"road_(4789043510, 2842212035)",polygon_census_550250004071,crosses,LineString-Polygon,"(linestring,within,polygon)",false,274,10,0.000324,10184,
