objectid,geometry,subjectid,geometry_subject,geom_type_subject,geom_type,predicate,pid,relate,idx
"road_(2573847767, 5717826293)","LINESTRING (-89.402 43.0584, -89.4019 43.0584)","road_(2573847767, 4248803393)","LINESTRING (-89.402 43.0584, -89.4018 43.0584)",LineString,LineString,contains,5.0,101F00FF2,92
"road_(53556033, 8427449165)","LINESTRING (-89.2982 43.0937, -89.2982 43.0941)",poi_way/695841879,"LINESTRING (-89.2965 43.095, -89.2966 43.0935, -89.2982 43.0936, -89.2982 43.095, -89.2965 43.095)",LineString,LineString,contains,5.0,101FFFFF2,93
"road_(53430439, 53430440)","LINESTRING (-89.4026 43.0664, -89.403 43.0664)",poi_way/251096609,"LINESTRING (-89.4033 43.067, -89.404 43.067, -89.404 43.0676, -89.4011 43.0676, -89.4009 43.0643, -89.4024 43.0643, -89.4024 43.0664, -89.4033 43.0664, -89.4033 43.067)",LineString,LineString,contains,5.0,101FFFFF2,94
"road_(4094503860, 5035197659)","LINESTRING (-89.3581 43.1142, -89.3582 43.1142)","road_(53567677, 5035197656)","LINESTRING (-89.3582 43.1142, -89.358 43.1142)",LineString,LineString,contains,5.0,101F00FF2,95
"road_(4094503860, 53567677)","LINESTRING (-89.3581 43.1142, -89.3582 43.1142)","road_(53567677, 5035197656)","LINESTRING (-89.3582 43.1142, -89.358 43.1142)",LineString,LineString,contains,5.0,101F00FF2,96
"road_(53451482, 2343949504)","LINESTRING (-89.5052 43.0934, -89.5053 43.0934)","road_(3397691531, 53451482)","LINESTRING (-89.5055 43.0934, -89.5052 43.0934)",LineString,LineString,contains,5.0,101F00FF2,97
"road_(6355822626, 5656937050)","LINESTRING (-89.3398 43.093, -89.3398 43.0923)",poi_way/158454839,"LINESTRING (-89.3409 43.0935, -89.3409 43.0923, -89.3398 43.0922, -89.3398 43.0933, -89.3409 43.0938, -89.3409 43.0935)",LineString,LineString,contains,5.0,101FFFFF2,98
"road_(5022862286, 2556575689)","LINESTRING (-89.5476 43.0425, -89.5476 43.0424)",poi_way/248950675,"LINESTRING (-89.5454 43.0415, -89.5454 43.0421, -89.5439 43.0422, -89.5439 43.0428, -89.5435 43.0433, -89.5449 43.0439, -89.5468 43.0438, -89.5471 43.0432, -89.5476 43.0427, -89.5476 43.0415, -89.5454 43.0415)",LineString,LineString,contains,5.0,101FFFFF2,99
"road_(53562592, 7842177529)","LINESTRING (-89.3476 43.1052, -89.3475 43.1052)","road_(7842177531, 53562592)","LINESTRING (-89.3474 43.1052, -89.3476 43.1052)",LineString,LineString,contains,5.0,101F00FF2,100
"road_(3295572535, 3295593433)","LINESTRING (-89.326 43.0712, -89.326 43.0718)",poi_way/239588234,"LINESTRING (-89.326 43.0729, -89.326 43.0711, -89.3246 43.0711, -89.3246 43.0706, -89.3211 43.0707, -89.3211 43.073, -89.3243 43.0729, -89.3244 43.0735, -89.3253 43.0734, -89.3253 43.0729, -89.326 43.0729)",LineString,LineString,contains,5.0,101FFFFF2,101
"road_(3891862983, 2559389284)","LINESTRING (-89.5014 43.1139, -89.5014 43.1138)",poi_way/192182334,"LINESTRING (-89.5057 43.1138, -89.5039 43.1151, -89.5014 43.115, -89.5014 43.1138, -89.5032 43.1137, -89.5044 43.1129, -89.5057 43.1138)",LineString,LineString,contains,5.0,101FFFFF2,102
"road_(3862990016, 3863029117)","LINESTRING (-89.3537 43.1068, -89.3532 43.1068)","road_(3863029118, 6429362846)","LINESTRING (-89.3532 43.1068, -89.3545 43.1068)",LineString,LineString,contains,5.0,101F00FF2,103
"road_(2753117389, 5832572621)","LINESTRING (-89.5131 43.1025, -89.5129 43.1025)","road_(5832572623, 2753117389)","LINESTRING (-89.5125 43.1025, -89.5131 43.1025)",LineString,LineString,contains,5.0,101F00FF2,104
"road_(3422040889, 3422047395)","LINESTRING (-89.3461 43.1108, -89.3467 43.1108)","road_(3422040889, 2341547163)","LINESTRING (-89.3461 43.1108, -89.3468 43.1108)",LineString,LineString,contains,5.0,101F00FF2,105
"road_(3295593430, 5629000643)","LINESTRING (-89.326 43.0729, -89.3259 43.0729)",poi_way/239588234,"LINESTRING (-89.326 43.0729, -89.326 43.0711, -89.3246 43.0711, -89.3246 43.0706, -89.3211 43.0707, -89.3211 43.073, -89.3243 43.0729, -89.3244 43.0735, -89.3253 43.0734, -89.3253 43.0729, -89.326 43.0729)",LineString,LineString,contains,5.0,101FFFFF2,106
"road_(5406279520, 5406281321)","LINESTRING (-89.4255 43.0012, -89.4254 43.0012)","road_(5154881914, 53557863)","LINESTRING (-89.4253 43.0012, -89.4255 43.0012)",LineString,LineString,contains,5.0,101F00FF2,107
"road_(9672373399, 9672373376)","LINESTRING (-89.3831 43.136, -89.3831 43.1374)",poi_way/250056075,"LINESTRING (-89.3864 43.1365, -89.3847 43.1364, -89.3848 43.1362, -89.3841 43.1362, -89.3841 43.1359, -89.3831 43.1359, -89.3831 43.1376, -89.3865 43.1377, -89.3864 43.1365)",LineString,LineString,contains,5.0,101FFFFF2,108
"road_(53424238, 4988244620)","LINESTRING (-89.3164 43.0903, -89.3164 43.0911)",poi_way/322871021,"LINESTRING (-89.3164 43.0886, -89.3164 43.0911, -89.3142 43.0912, -89.3134 43.0889, -89.314 43.0887, -89.3164 43.0886)",LineString,LineString,contains,5.0,101FFFFF2,109
"road_(5536097523, 3599782523)","LINESTRING (-89.4761 43.0463, -89.476 43.0463)",poi_way/991483142,"LINESTRING (-89.4784 43.0463, -89.4745 43.0463, -89.4737 43.046, -89.4737 43.0456, -89.4741 43.0456, -89.474 43.0453, -89.4745 43.045, -89.4744 43.0442, -89.4747 43.044, -89.4768 43.0428, -89.4784 43.0428, -89.4784 43.0463)",LineString,LineString,contains,5.0,101FFFFF2,110
"road_(2635547740, 3297234015)","LINESTRING (-89.4933 43.0684, -89.4933 43.0683)",poi_way/177921886,"LINESTRING (-89.4956 43.0675, -89.4956 43.0694, -89.4949 43.0692, -89.4933 43.0694, -89.4933 43.0675, -89.4956 43.0675)",LineString,LineString,contains,5.0,101FFFFF2,111
"road_(7842177529, 53562592)","LINESTRING (-89.3475 43.1052, -89.3476 43.1052)","road_(53562592, 7842177531)","LINESTRING (-89.3476 43.1052, -89.3474 43.1052)",LineString,LineString,contains,5.0,101F00FF2,112
"road_(53457642, 53457640)","LINESTRING (-89.3303 43.1202, -89.3304 43.1202)",poi_way/297754318,"LINESTRING (-89.3377 43.1202, -89.3377 43.1207, -89.3372 43.1205, -89.3368 43.1216, -89.3367 43.1234, -89.3274 43.1232, -89.3274 43.1235, -89.3279 43.1238, -89.3301 43.1239, -89.3301 43.1246, -89.3253 43.1247, -89.3251 43.1211, -89.3264 43.121, -89.3279 43.1202, -89.3306 43.1202, -89.3307 43.1171, -89.3338 43.1172, -89.3342 43.117, -89.3345 43.114, -89.3381 43.114, -89.3379 43.117, -89.3377 43.1172, -89.3379 43.1173, -89.3377 43.1202)",LineString,LineString,contains,5.0,101FFFFF2,113
"road_(5629000643, 3295593430)","LINESTRING (-89.3259 43.0729, -89.326 43.0729)",poi_way/239588234,"LINESTRING (-89.326 43.0729, -89.326 43.0711, -89.3246 43.0711, -89.3246 43.0706, -89.3211 43.0707, -89.3211 43.073, -89.3243 43.0729, -89.3244 43.0735, -89.3253 43.0734, -89.3253 43.0729, -89.326 43.0729)",LineString,LineString,contains,5.0,101FFFFF2,114
"road_(3295236003, 3295236002)","LINESTRING (-89.4939 43.0675, -89.4937 43.0675)",poi_way/177921886,"LINESTRING (-89.4956 43.0675, -89.4956 43.0694, -89.4949 43.0692, -89.4933 43.0694, -89.4933 43.0675, -89.4956 43.0675)",LineString,LineString,contains,5.0,101FFFFF2,115
"road_(5594913354, 5656937044)","LINESTRING (-89.3409 43.0937, -89.3409 43.0923)",poi_way/158454839,"LINESTRING (-89.3409 43.0935, -89.3409 43.0923, -89.3398 43.0922, -89.3398 43.0933, -89.3409 43.0938, -89.3409 43.0935)",LineString,LineString,contains,5.0,101FFFFF2,116
"road_(3702207586, 53388390)","LINESTRING (-89.4391 43.0801, -89.4392 43.0801)","road_(53388390, 3702207587)","LINESTRING (-89.4392 43.0801, -89.439 43.0801)",LineString,LineString,contains,5.0,101F00FF2,117
"road_(2987035527, 1426438836)","LINESTRING (-89.4137 43.0678, -89.4138 43.0678)","road_(1426438836, 1426438850)","LINESTRING (-89.4138 43.0678, -89.4134 43.0678)",LineString,LineString,contains,5.0,101F00FF2,118
"road_(1236925374, 53319125)","LINESTRING (-89.4004 43.0494, -89.3996 43.0494)",poi_way/258408012,"LINESTRING (-89.399 43.0478, -89.399 43.0481, -89.3996 43.049, -89.3995 43.0494, -89.4005 43.0494, -89.4014 43.0481, -89.4002 43.0476, -89.4 43.0478, -89.399 43.0478)",LineString,LineString,contains,5.0,101FFFFF2,119
"road_(3936957324, 3936979920)","LINESTRING (-89.4371 43.0806, -89.4371 43.0808)",poi_way/232690021,"LINESTRING (-89.4366 43.0792, -89.437 43.0804, -89.4371 43.0819, -89.4371 43.0802, -89.4366 43.0792)",LineString,LineString,contains,5.0,101FFFFF2,120
"road_(53457639, 53457640)","LINESTRING (-89.3306 43.1202, -89.3304 43.1202)",poi_way/297754318,"LINESTRING (-89.3377 43.1202, -89.3377 43.1207, -89.3372 43.1205, -89.3368 43.1216, -89.3367 43.1234, -89.3274 43.1232, -89.3274 43.1235, -89.3279 43.1238, -89.3301 43.1239, -89.3301 43.1246, -89.3253 43.1247, -89.3251 43.1211, -89.3264 43.121, -89.3279 43.1202, -89.3306 43.1202, -89.3307 43.1171, -89.3338 43.1172, -89.3342 43.117, -89.3345 43.114, -89.3381 43.114, -89.3379 43.117, -89.3377 43.1172, -89.3379 43.1173, -89.3377 43.1202)",LineString,LineString,contains,5.0,101FFFFF2,121
"road_(3295236004, 3295236003)","LINESTRING (-89.4942 43.0675, -89.4939 43.0675)",poi_way/177921886,"LINESTRING (-89.4956 43.0675, -89.4956 43.0694, -89.4949 43.0692, -89.4933 43.0694, -89.4933 43.0675, -89.4956 43.0675)",LineString,LineString,contains,5.0,101FFFFF2,122
"road_(3455066576, 1178722202)","LINESTRING (-89.4654 43.0537, -89.4655 43.0537)","road_(316551076, 1178722202)","LINESTRING (-89.4652 43.0537, -89.4655 43.0537)",LineString,LineString,contains,5.0,101F00FF2,123
"road_(53388390, 3702207586)","LINESTRING (-89.4392 43.0801, -89.4391 43.0801)","road_(53388390, 3702207587)","LINESTRING (-89.4392 43.0801, -89.439 43.0801)",LineString,LineString,contains,5.0,101F00FF2,124
"road_(2987035525, 3035654115)","LINESTRING (-89.4124 43.0678, -89.4126 43.0678)","road_(3035654104, 2987035525)","LINESTRING (-89.4127 43.0678, -89.4124 43.0678)",LineString,LineString,contains,5.0,101F00FF2,125
"road_(53388390, 3702207586)","LINESTRING (-89.4392 43.0801, -89.4391 43.0801)","road_(3702207587, 53388390)","LINESTRING (-89.439 43.0801, -89.4392 43.0801)",LineString,LineString,contains,5.0,101F00FF2,126
"road_(6404899228, 2634693276)","LINESTRING (-89.3872 43.0552, -89.387 43.0552)",poi_way/148110028,"LINESTRING (-89.387 43.056, -89.3884 43.056, -89.3884 43.0552, -89.387 43.0552, -89.387 43.056)",LineString,LineString,contains,5.0,101FFFFF2,127
"road_(53429525, 3949217704)","LINESTRING (-89.4876 43.0261, -89.4877 43.0261)",poi_way/323365910,"LINESTRING (-89.4889 43.0243, -89.4874 43.024, -89.4858 43.024, -89.4856 43.0247, -89.4853 43.0249, -89.4879 43.0256, -89.4876 43.0261, -89.4878 43.0261, -89.488 43.0256, -89.4889 43.0256, -89.4889 43.0243)",LineString,LineString,contains,5.0,101FFFFF2,128
"road_(2753117389, 5832572621)","LINESTRING (-89.5131 43.1025, -89.5129 43.1025)","line_road_(5832572623, 2753117389)","LINESTRING (-89.5125 43.1025, -89.51292 43.1025, -89.5131 43.1025)",LineString,LineString,contains,5.0,101F00FF2,129
"road_(2559389285, 2559389286)","LINESTRING (-89.5014 43.114, -89.5014 43.1147)",poi_way/192182334,"LINESTRING (-89.5057 43.1138, -89.5039 43.1151, -89.5014 43.115, -89.5014 43.1138, -89.5032 43.1137, -89.5044 43.1129, -89.5057 43.1138)",LineString,LineString,contains,5.0,101FFFFF2,130
"road_(5035197655, 4094503860)","LINESTRING (-89.358 43.1142, -89.3581 43.1142)","road_(53567677, 5035197656)","LINESTRING (-89.3582 43.1142, -89.358 43.1142)",LineString,LineString,contains,5.0,101F00FF2,131
"road_(1706466027, 5594913354)","LINESTRING (-89.3409 43.0938, -89.3409 43.0937)",poi_way/158454839,"LINESTRING (-89.3409 43.0935, -89.3409 43.0923, -89.3398 43.0922, -89.3398 43.0933, -89.3409 43.0938, -89.3409 43.0935)",LineString,LineString,contains,5.0,101FFFFF2,132
"road_(3949217789, 3949217807)","LINESTRING (-89.4889 43.0253, -89.4889 43.0255)",poi_way/323365910,"LINESTRING (-89.4889 43.0243, -89.4874 43.024, -89.4858 43.024, -89.4856 43.0247, -89.4853 43.0249, -89.4879 43.0256, -89.4876 43.0261, -89.4878 43.0261, -89.488 43.0256, -89.4889 43.0256, -89.4889 43.0243)",LineString,LineString,contains,5.0,101FFFFF2,133
"road_(53556030, 8427449165)","LINESTRING (-89.2982 43.0946, -89.2982 43.0941)",poi_way/695841879,"LINESTRING (-89.2965 43.095, -89.2966 43.0935, -89.2982 43.0936, -89.2982 43.095, -89.2965 43.095)",LineString,LineString,contains,5.0,101FFFFF2,134
"road_(9672373376, 9672373399)","LINESTRING (-89.3831 43.1374, -89.3831 43.136)",line_poi_way/250056075,"LINESTRING (-89.3864 43.1365, -89.3847 43.1364, -89.3848 43.1362, -89.3841 43.1362, -89.3841 43.1359, -89.3831 43.1359, -89.3831 43.1376, -89.38446 43.13764, -89.3865 43.1377, -89.3864 43.1365)",LineString,LineString,contains,5.0,101FFFFF2,135
"road_(3702207586, 53388390)","LINESTRING (-89.4391 43.0801, -89.4392 43.0801)","road_(3702207587, 53388390)","LINESTRING (-89.439 43.0801, -89.4392 43.0801)",LineString,LineString,contains,5.0,101F00FF2,136
"road_(6458893219, 6273095993)","LINESTRING (-89.4509 43.0424, -89.4487 43.0424)",poi_way/100404782,"LINESTRING (-89.4509 43.0401, -89.4505 43.0401, -89.4497 43.0395, -89.4486 43.0404, -89.4487 43.0424, -89.4509 43.0424, -89.4509 43.0401)",LineString,LineString,contains,5.0,101FFFFF2,137
"road_(7821510473, 8096932349)","LINESTRING (-89.5619 43.0747, -89.5629 43.0747)",poi_way/713169690,"LINESTRING (-89.5633 43.0729, -89.5611 43.073, -89.5604 43.0735, -89.5604 43.0747, -89.5632 43.0747, -89.5633 43.0729)",LineString,LineString,contains,5.0,101FFFFF2,138
"road_(3455706876, 2573847794)","LINESTRING (-89.4033 43.0664, -89.4032 43.0664)",poi_way/251096609,"LINESTRING (-89.4033 43.067, -89.404 43.067, -89.404 43.0676, -89.4011 43.0676, -89.4009 43.0643, -89.4024 43.0643, -89.4024 43.0664, -89.4033 43.0664, -89.4033 43.067)",LineString,LineString,contains,5.0,101FFFFF2,139
"road_(4988244620, 53424238)","LINESTRING (-89.3164 43.0911, -89.3164 43.0903)",poi_way/322871021,"LINESTRING (-89.3164 43.0886, -89.3164 43.0911, -89.3142 43.0912, -89.3134 43.0889, -89.314 43.0887, -89.3164 43.0886)",LineString,LineString,contains,5.0,101FFFFF2,140
"road_(3590603510, 3210160742)","LINESTRING (-89.5175 43.0607, -89.5175 43.0606)",poi_way/287637061,"LINESTRING (-89.5168 43.0606, -89.5168 43.0616, -89.5175 43.0616, -89.5175 43.0606, -89.5168 43.0606)",LineString,LineString,contains,5.0,101FFFFF2,141
"road_(2573847794, 53430440)","LINESTRING (-89.4032 43.0664, -89.403 43.0664)",poi_way/251096609,"LINESTRING (-89.4033 43.067, -89.404 43.067, -89.404 43.0676, -89.4011 43.0676, -89.4009 43.0643, -89.4024 43.0643, -89.4024 43.0664, -89.4033 43.0664, -89.4033 43.067)",LineString,LineString,contains,5.0,101FFFFF2,142
"road_(8428070248, 3264492164)","LINESTRING (-89.3928 43.1338, -89.3932 43.1338)",poi_way/250070853,"LINESTRING (-89.3918 43.1338, -89.3915 43.1398, -89.393 43.1411, -89.394 43.1411, -89.3939 43.1417, -89.3954 43.1417, -89.3955 43.1411, -89.3978 43.1411, -89.3979 43.1357, -89.3976 43.1351, -89.3954 43.1339, -89.3956 43.1344, -89.3947 43.1344, -89.3947 43.1338, -89.3918 43.1338)",LineString,LineString,contains,5.0,101FFFFF2,143
"road_(2559389285, 3891862983)","LINESTRING (-89.5014 43.114, -89.5014 43.1139)",poi_way/192182334,"LINESTRING (-89.5057 43.1138, -89.5039 43.1151, -89.5014 43.115, -89.5014 43.1138, -89.5032 43.1137, -89.5044 43.1129, -89.5057 43.1138)",LineString,LineString,contains,5.0,101FFFFF2,144
"road_(9327940393, 9327940392)","LINESTRING (-89.4997 43.0085, -89.4991 43.0085)",poi_way/323552582,"LINESTRING (-89.5032 43.0085, -89.5032 43.0091, -89.5021 43.0105, -89.5008 43.0106, -89.5003 43.0104, -89.4991 43.0103, -89.4991 43.0085, -89.5032 43.0085)",LineString,LineString,contains,5.0,101FFFFF2,145
"road_(8427472356, 5035197660)","LINESTRING (-89.3584 43.1142, -89.3583 43.1142)","road_(5035197659, 8427472355)","LINESTRING (-89.3582 43.1142, -89.3584 43.1142)",LineString,LineString,contains,5.0,101F00FF2,146
"road_(5628974642, 3860079043)","LINESTRING (-89.3091 43.0622, -89.309 43.0622)","road_(53551990, 3860079043)","LINESTRING (-89.3093 43.0622, -89.309 43.0622)",LineString,LineString,contains,5.0,101F00FF2,147
"road_(6404899250, 2634693276)","LINESTRING (-89.387 43.056, -89.387 43.0552)",poi_way/148110028,"LINESTRING (-89.387 43.056, -89.3884 43.056, -89.3884 43.0552, -89.387 43.0552, -89.387 43.056)",LineString,LineString,contains,5.0,101FFFFF2,148
"road_(53451482, 2343949504)","LINESTRING (-89.5052 43.0934, -89.5053 43.0934)","road_(53451482, 3397691531)","LINESTRING (-89.5052 43.0934, -89.5055 43.0934)",LineString,LineString,contains,5.0,101F00FF2,149
"road_(5035197660, 53567677)","LINESTRING (-89.3583 43.1142, -89.3582 43.1142)","road_(5035197659, 8427472355)","LINESTRING (-89.3582 43.1142, -89.3584 43.1142)",LineString,LineString,contains,5.0,101F00FF2,150
"road_(5474511978, 1706466103)","LINESTRING (-89.3398 43.0932, -89.3398 43.0933)",poi_way/158454839,"LINESTRING (-89.3409 43.0935, -89.3409 43.0923, -89.3398 43.0922, -89.3398 43.0933, -89.3409 43.0938, -89.3409 43.0935)",LineString,LineString,contains,5.0,101FFFFF2,151
"road_(53536889, 53330977)","LINESTRING (-89.3945 43.1417, -89.3946 43.1417)",poi_way/250070853,"LINESTRING (-89.3918 43.1338, -89.3915 43.1398, -89.393 43.1411, -89.394 43.1411, -89.3939 43.1417, -89.3954 43.1417, -89.3955 43.1411, -89.3978 43.1411, -89.3979 43.1357, -89.3976 43.1351, -89.3954 43.1339, -89.3956 43.1344, -89.3947 43.1344, -89.3947 43.1338, -89.3918 43.1338)",LineString,LineString,contains,5.0,101FFFFF2,152
"road_(4139779893, 3894523242)","LINESTRING (-89.4156 43.0734, -89.416 43.0734)","road_(3894523242, 5420761594)","LINESTRING (-89.416 43.0734, -89.415 43.0734)",LineString,LineString,contains,5.0,101F00FF2,153
"road_(53430440, 53430439)","LINESTRING (-89.403 43.0664, -89.4026 43.0664)",poi_way/251096609,"LINESTRING (-89.4033 43.067, -89.404 43.067, -89.404 43.0676, -89.4011 43.0676, -89.4009 43.0643, -89.4024 43.0643, -89.4024 43.0664, -89.4033 43.0664, -89.4033 43.067)",LineString,LineString,contains,5.0,101FFFFF2,154
"road_(3862990009, 3862990016)","LINESTRING (-89.3538 43.1068, -89.3537 43.1068)","road_(3863029118, 6429362846)","LINESTRING (-89.3532 43.1068, -89.3545 43.1068)",LineString,LineString,contains,5.0,101FF0FF2,155
"road_(6404899233, 6404899228)","LINESTRING (-89.3878 43.0552, -89.3872 43.0552)",poi_way/148110028,"LINESTRING (-89.387 43.056, -89.3884 43.056, -89.3884 43.0552, -89.387 43.0552, -89.387 43.056)",LineString,LineString,contains,5.0,101FFFFF2,156
"road_(454667310, 454667344)","LINESTRING (-89.4859 43.0952, -89.4858 43.0952)","road_(2624146422, 2624146421)","LINESTRING (-89.4858 43.0952, -89.486 43.0952)",LineString,LineString,contains,5.0,101F00FF2,157
"road_(2633816170, 2549418182)","LINESTRING (-89.4877 43.0536, -89.4868 43.0536)","road_(1473487710, 2633816170)","LINESTRING (-89.4862 43.0536, -89.4877 43.0536)",LineString,LineString,contains,5.0,101F00FF2,158
"road_(5474024230, 4137616404)","LINESTRING (-89.3258 43.057, -89.3259 43.057)","road_(4137616400, 5474024231)","LINESTRING (-89.3261 43.057, -89.3258 43.057)",LineString,LineString,contains,5.0,101F00FF2,159
"road_(5743588228, 1224182104)","LINESTRING (-89.2986 43.0257, -89.2985 43.0257)","road_(53307068, 1224182104)","LINESTRING (-89.2988 43.0257, -89.2985 43.0257)",LineString,LineString,contains,5.0,101F00FF2,160
"road_(9670254706, 9327940394)","LINESTRING (-89.4998 43.0085, -89.5004 43.0085)",poi_way/323552582,"LINESTRING (-89.5032 43.0085, -89.5032 43.0091, -89.5021 43.0105, -89.5008 43.0106, -89.5003 43.0104, -89.4991 43.0103, -89.4991 43.0085, -89.5032 43.0085)",LineString,LineString,contains,5.0,101FFFFF2,161
"road_(5629000005, 5629000013)","LINESTRING (-89.326 43.0719, -89.326 43.0728)",poi_way/239588234,"LINESTRING (-89.326 43.0729, -89.326 43.0711, -89.3246 43.0711, -89.3246 43.0706, -89.3211 43.0707, -89.3211 43.073, -89.3243 43.0729, -89.3244 43.0735, -89.3253 43.0734, -89.3253 43.0729, -89.326 43.0729)",LineString,LineString,contains,5.0,101FFFFF2,162
"road_(2573847794, 3455706876)","LINESTRING (-89.4032 43.0664, -89.4033 43.0664)",poi_way/251096609,"LINESTRING (-89.4033 43.067, -89.404 43.067, -89.404 43.0676, -89.4011 43.0676, -89.4009 43.0643, -89.4024 43.0643, -89.4024 43.0664, -89.4033 43.0664, -89.4033 43.067)",LineString,LineString,contains,5.0,101FFFFF2,163
"road_(9009208719, 3358793865)","LINESTRING (-89.4668 43.1112, -89.4668 43.1119)",poi_way/251720218,"LINESTRING (-89.4656 43.1107, -89.4655 43.1119, -89.4668 43.1119, -89.4668 43.1107, -89.4656 43.1107)",LineString,LineString,contains,5.0,101FFFFF2,164
"road_(3702207550, 2614129376)","LINESTRING (-89.441 43.0818, -89.4409 43.0818)","road_(53614878, 2614129376)","LINESTRING (-89.4411 43.0818, -89.4409 43.0818)",LineString,LineString,contains,5.0,101F00FF2,165
"road_(2343949504, 53451482)","LINESTRING (-89.5053 43.0934, -89.5052 43.0934)","road_(53451482, 3397691531)","LINESTRING (-89.5052 43.0934, -89.5055 43.0934)",LineString,LineString,contains,5.0,101F00FF2,166
